,original_ref,rxn_ref,retro_template,count
973,R102,R88,([C:1]-[N:2](-[C:3])-[CH:4](-[C:5])-[C:6])>>([C:1]-[NH:2]-[C:3]).(O-[CH:4](-[C:5])-[C:6]),3131
974,R102,R88,([C:1]-[N:2](-[C:3])-[C:4](-[C:5])(-[C:6])-[C:7])>>([C:1]-[NH:2]-[C:3]).(O-[C:4](-[C:5])(-[C:6])-[C:7]),1892
975,R102,R88,([C:1]-[N:2](-[C:3])-[C:4]1(-[C:5])-[C:6]-[C:7]-1)>>([C:1]-[NH:2]-[C:3]).(O-[C:4]1(-[C:5])-[C:6]-[C:7]-1),52
976,R104,R89,([C:3]-[N:4](-[S:5])-[CH2:1]-[C:2])>>(O-[CH2:1]-[C:2]).([C:3]-[NH:4]-[S:5]),4584
977,R104,R89,([C:2]-[CH2:1]-[NH:3]-[S:4])>>(O-[CH2:1]-[C:2]).([NH2:3]-[S:4]),3996
978,R104,R89,([C:2]-[CH:1](-[C:3])-[NH:4]-[S:5])>>(O-[CH:1](-[C:2])-[C:3]).([NH2:4]-[S:5]),2691
979,R104,R89,([C:3]-[N:4](-[S:5])-[CH2:1]-[c:2])>>(O-[CH2:1]-[c:2]).([C:3]-[NH:4]-[S:5]),2463
980,R104,R89,([C:2]-[CH:1](-[C:3])-[N:5](-[C:4])-[S:6])>>(O-[CH:1](-[C:2])-[C:3]).([C:4]-[NH:5]-[S:6]),2098
981,R104,R89,([S:4]-[NH:3]-[CH2:1]-[c:2])>>(O-[CH2:1]-[c:2]).([NH2:3]-[S:4]),1670
982,R104,R89,([C:2]-[CH:1](-[c:3])-[NH:4]-[S:5])>>(O-[CH:1](-[C:2])-[c:3]).([NH2:4]-[S:5]),1458
983,R104,R89,([C:4]-[N:5](-[S:6])-[CH:1](-[C:2])-[c:3])>>(O-[CH:1](-[C:2])-[c:3]).([C:4]-[NH:5]-[S:6]),1182
984,R104,R89,([S:5]-[NH:4]-[CH:1](-[c:2])-[c:3])>>(O-[CH:1](-[c:2])-[c:3]).([NH2:4]-[S:5]),451
985,R104,R89,([C:4]-[N:5](-[S:6])-[CH:1](-[c:2])-[c:3])>>(O-[CH:1](-[c:2])-[c:3]).([C:4]-[NH:5]-[S:6]),409
986,R105,R90,([C:1]=[CH:2]-[c:3](:[c:4]):[c:5])>>([C:1]=[CH2:2]).(Br-[c:3](:[c:4]):[c:5]),10998
987,R105,R90,([C:1]-[C:2](=[C:3])-[c:4](:[c:5]):[c:6])>>([C:1]-[CH:2]=[C:3]).(Br-[c:4](:[c:5]):[c:6]),8330
988,R105,R90,([C:1]=[C:2](-[C:3])-[c:4](:[c:5]):[c:6])>>([C:1]=[CH:2]-[C:3]).(Br-[c:4](:[c:5]):[c:6]),3457
989,R105,R90,([C:1]=[CH:2]-[c:3](:[c:4]):[c:5])>>([C:1]=[CH2:2]).(I-[c:3](:[c:4]):[c:5]),1394
990,R105,R90,([C:1]-[C:2](=[C:3])-[c:4](:[c:5]):[c:6])>>([C:1]-[CH:2]=[C:3]).(I-[c:4](:[c:5]):[c:6]),1016
991,R105,R90,([C:4]-[CH2:3]-[CH:2]=[C:1])>>([C:1]=[CH2:2]).(Br-[CH2:3]-[C:4]),1002
992,R105,R90,([C:1]=[CH:2]-[c:3](:[c:4]):[n:5])>>([C:1]=[CH2:2]).(Br-[c:3](:[c:4]):[n:5]),897
993,R105,R90,([C:1]-[C:2](=[C:3])-[c:4](:[c:5]):[n:6])>>([C:1]-[CH:2]=[C:3]).(Br-[c:4](:[c:5]):[n:6]),833
994,R105,R90,([C:1]-[C:2](=[C:3])-[CH2:4]-[C:5])>>([C:1]-[CH:2]=[C:3]).(Br-[CH2:4]-[C:5]),736
995,R105,R90,([C:1]/[C:2](=[C:3])-[c:4](:[c:5]):[c:6])>>([C:1]/[CH:2]=[C:3]).(Br-[c:4](:[c:5]):[c:6]),637
996,R105,R90,([C:1]=[CH:2]-[CH2:3]-[c:4])>>([C:1]=[CH2:2]).(Br-[CH2:3]-[c:4]),560
997,R105,R90,([C:4]-[CH:3](-[C:5])-[CH:2]=[C:1])>>([C:1]=[CH2:2]).(Br-[CH:3](-[C:4])-[C:5]),560
998,R105,R90,([C:1]-[C:2](=[C:3])-[CH2:4]-[c:5])>>([C:1]-[CH:2]=[C:3]).(Br-[CH2:4]-[c:5]),429
999,R105,R90,([C:1]=[C:2](-[C:3])-[c:4](:[c:5]):[c:6])>>([C:1]=[CH:2]-[C:3]).(I-[c:4](:[c:5]):[c:6]),421
1000,R105,R90,([C:4]-[C:3](-[C:5])(-[C:6])-[CH:2]=[C:1])>>([C:1]=[CH2:2]).(Br-[C:3](-[C:4])(-[C:5])-[C:6]),415
1001,R105,R90,([C:1]=[CH:2]-[c:3](:[c:4]):[s:5])>>([C:1]=[CH2:2]).(Br-[c:3](:[c:4]):[s:5]),321
1002,R105,R90,([C:1]=[C:2](-[C:3])-[c:4](:[c:5]):[n:6])>>([C:1]=[CH:2]-[C:3]).(Br-[c:4](:[c:5]):[n:6]),291
1003,R105,R90,([C:1]-[C:2](=[C:3])-[c:4](:[c:5]):[s:6])>>([C:1]-[CH:2]=[C:3]).(Br-[c:4](:[c:5]):[s:6]),282
1004,R105,R90,([C:1]=[C:2](-[C:3])-[CH2:4]-[C:5])>>([C:1]=[CH:2]-[C:3]).(Br-[CH2:4]-[C:5]),281
1005,R105,R90,([C:1]-[C:2](=[C:3])-[CH:4](-[C:5])-[C:6])>>([C:1]-[CH:2]=[C:3]).(Br-[CH:4](-[C:5])-[C:6]),261
1006,R105,R90,([C:1]=[C:2](\[C:3])-[c:4](:[c:5]):[c:6])>>([C:1]=[CH:2]\[C:3]).(Br-[c:4](:[c:5]):[c:6]),222
1007,R105,R90,([C:4]-[CH:3](-[c:5])-[CH:2]=[C:1])>>([C:1]=[CH2:2]).(Br-[CH:3](-[C:4])-[c:5]),175
1008,R105,R90,([C:1]=[C:2](-[C:3])-[CH2:4]-[c:5])>>([C:1]=[CH:2]-[C:3]).(Br-[CH2:4]-[c:5]),169
1009,R105,R90,([C:1]=[CH:2]-[c:3](:[n:4]):[n:5])>>([C:1]=[CH2:2]).(Br-[c:3](:[n:4]):[n:5]),160
1010,R105,R90,([C:1]-[C:2](=[C:3])-[c:4](:[n:5]):[n:6])>>([C:1]-[CH:2]=[C:3]).(Br-[c:4](:[n:5]):[n:6]),159
1011,R105,R90,([C:1]=[CH:2]-[c:3](:[c:4]):[n:5])>>([C:1]=[CH2:2]).(I-[c:3](:[c:4]):[n:5]),151
1012,R105,R90,([C:1]=[CH:2]-[c:3](:[n:4]):[s:5])>>([C:1]=[CH2:2]).(Br-[c:3](:[n:4]):[s:5]),142
1013,R105,R90,([C:5]-[C:4](-[C:6])(-[C:7])-[C:2](-[C:1])=[C:3])>>([C:1]-[CH:2]=[C:3]).(Br-[C:4](-[C:5])(-[C:6])-[C:7]),135
1014,R105,R90,([C:1]-[C:2](=[C:3])-[c:4](:[c:5]):[n:6])>>([C:1]-[CH:2]=[C:3]).(I-[c:4](:[c:5]):[n:6]),134
1015,R105,R90,([C:4]-[CH2:3]-[CH:2]=[C:1])>>([C:1]=[CH2:2]).(I-[CH2:3]-[C:4]),134
1016,R105,R90,([C:1]-[C:2](=[C:3])-[c:4](:[n:5]):[s:6])>>([C:1]-[CH:2]=[C:3]).(Br-[c:4](:[n:5]):[s:6]),132
1017,R105,R90,([C:1]=[C:2](-[C:3])-[c:4](:[c:5]):[s:6])>>([C:1]=[CH:2]-[C:3]).(Br-[c:4](:[c:5]):[s:6]),124
1018,R105,R90,([C:1]-[C:2](=[C:3])-[CH2:4]-[C:5])>>([C:1]-[CH:2]=[C:3]).(I-[CH2:4]-[C:5]),123
1019,R105,R90,([C:4]-[C:3](-[C:5])(-[N:6])-[CH:2]=[C:1])>>([C:1]=[CH2:2]).(Br-[C:3](-[C:4])(-[C:5])-[N:6]),110
1020,R105,R90,([C:1]=[CH:2]-[c:3](:[c:4]):[o:5])>>([C:1]=[CH2:2]).(Br-[c:3](:[c:4]):[o:5]),108
1021,R105,R90,([C:4]-[C:3](-[C:5])(-[c:6])-[CH:2]=[C:1])>>([C:1]=[CH2:2]).(Br-[C:3](-[C:4])(-[C:5])-[c:6]),106
1022,R105,R90,([C:1]=[C:2](-[C:3])-[CH:4](-[C:5])-[C:6])>>([C:1]=[CH:2]-[C:3]).(Br-[CH:4](-[C:5])-[C:6]),100
1023,R105,R90,([C:1]/[C:2](=[C:3])-[CH2:4]-[C:5])>>([C:1]/[CH:2]=[C:3]).(Br-[CH2:4]-[C:5]),81
1024,R105,R90,([C:1]-[C:2](=[C:3])-[c:4](:[c:5]):[o:6])>>([C:1]-[CH:2]=[C:3]).(Br-[c:4](:[c:5]):[o:6]),75
1025,R105,R90,([C:1]/[C:2](=[C:3])-[c:4](:[c:5]):[c:6])>>([C:1]/[CH:2]=[C:3]).(I-[c:4](:[c:5]):[c:6]),74
1026,R105,R90,([C:5]-[C:4](-[C:6])(-[c:7])-[C:2](-[C:1])=[C:3])>>([C:1]-[CH:2]=[C:3]).(Br-[C:4](-[C:5])(-[C:6])-[c:7]),71
1027,R105,R90,([C:5]-[CH:4](-[c:6])-[C:2](-[C:1])=[C:3])>>([C:1]-[CH:2]=[C:3]).(Br-[CH:4](-[C:5])-[c:6]),70
1028,R105,R90,([C:5]-[C:4](-[C:6])(-[C:7])-[C:2](=[C:1])-[C:3])>>([C:1]=[CH:2]-[C:3]).(Br-[C:4](-[C:5])(-[C:6])-[C:7]),66
1029,R105,R90,([c:5]:[c:4](:[c:6])-[C:2]1=[C:1]-[C:3]-1)>>([C:1]1=[CH:2]-[C:3]-1).(Br-[c:4](:[c:5]):[c:6]),61
1030,R105,R90,([C:1]=[C:2](-[C:3])-[c:4](:[c:5]):[n:6])>>([C:1]=[CH:2]-[C:3]).(I-[c:4](:[c:5]):[n:6]),52
1031,R105,R90,([C:1]=[C:2](-[C:3])-[CH2:4]-[C:5])>>([C:1]=[CH:2]-[C:3]).(I-[CH2:4]-[C:5]),49
1032,R105,R90,([C:1]=[C:2](-[C:3])-[c:4](:[n:5]):[s:6])>>([C:1]=[CH:2]-[C:3]).(Br-[c:4](:[n:5]):[s:6]),48
1033,R105,R90,([C:5]-[C:4](-[C:6])(-[N:7])-[C:2](-[C:1])=[C:3])>>([C:1]-[CH:2]=[C:3]).(Br-[C:4](-[C:5])(-[C:6])-[N:7]),45
1034,R105,R90,([C:1]=[C:2](-[C:3])-[c:4](:[n:5]):[n:6])>>([C:1]=[CH:2]-[C:3]).(Br-[c:4](:[n:5]):[n:6]),43
1035,R105,R90,([C:1]=[C:2](-[C:3])-[CH:4](-[C:5])-[c:6])>>([C:1]=[CH:2]-[C:3]).(Br-[CH:4](-[C:5])-[c:6]),43
1036,R105,R90,([C:4]-[C:3](-[F:5])(-[F:6])-[CH:2]=[C:1])>>([C:1]=[CH2:2]).(Br-[C:3](-[C:4])(-[F:5])-[F:6]),42
1037,R105,R90,([C:1]/[C:2](=[C:3])-[c:4](:[c:5]):[n:6])>>([C:1]/[CH:2]=[C:3]).(Br-[c:4](:[c:5]):[n:6]),41
1038,R106,R91,([C:2]-[C:1](=[O:3])-[NH:4]-[c:5])>>(O-[C:1](-[C:2])=[O:3]).([NH2:4]-[c:5]),10984
1039,R106,R91,([O:2]=[C:1](-[c:3])-[NH:4]-[c:5])>>(O-[C:1](=[O:2])-[c:3]).([NH2:4]-[c:5]),9611
1040,R106,R91,([C:4]-[N:5](-[C:6])-[C:1](=[O:2])-[c:3])>>(O-[C:1](=[O:2])-[c:3]).([C:4]-[NH:5]-[C:6]),9357
1041,R106,R91,([C:4]-[NH:5]-[C:1](=[O:2])-[c:3])>>(O-[C:1](=[O:2])-[c:3]).([C:4]-[NH2:5]),8461
1042,R106,R91,([C:4]-[N:5](-[C:6])-[C:1](-[C:2])=[O:3])>>(O-[C:1](-[C:2])=[O:3]).([C:4]-[NH:5]-[C:6]),7120
1043,R106,R91,([C:4]-[N:5](-[c:6])-[C:1](=[O:2])-[c:3])>>(O-[C:1](=[O:2])-[c:3]).([C:4]-[NH:5]-[c:6]),5903
1044,R106,R91,([C:4]-[NH:5]-[C:1](-[C:2])=[O:3])>>(O-[C:1](-[C:2])=[O:3]).([C:4]-[NH2:5]),5620
1045,R106,R91,([C:4]-[N:5](-[c:6])-[C:1](-[C:2])=[O:3])>>(O-[C:1](-[C:2])=[O:3]).([C:4]-[NH:5]-[c:6]),5017
1046,R106,R91,([C:2]-[C:1](=[O:3])-[N:5](-[c:4])-[c:6])>>(O-[C:1](-[C:2])=[O:3]).([c:4]-[NH:5]-[c:6]),1160
1047,R106,R91,([O:2]=[C:1](-[c:3])-[N:5](-[c:4])-[c:6])>>(O-[C:1](=[O:2])-[c:3]).([c:4]-[NH:5]-[c:6]),988
1048,R106,R91,([C:2]-[C:1](=[O:3])-[NH:4]-[c:5])>>(Cl-[C:1](-[C:2])=[O:3]).([NH2:4]-[c:5]),940
1049,R106,R91,([C:4]-[NH:5]-[C:1](-[C:2])=[O:3])>>(Cl-[C:1](-[C:2])=[O:3]).([C:4]-[NH2:5]),883
1050,R106,R91,([C:4]-[N:5](-[C:6])-[C:1](-[C:2])=[O:3])>>(Cl-[C:1](-[C:2])=[O:3]).([C:4]-[NH:5]-[C:6]),652
1051,R106,R91,([C:1]-[C:2](=[O:3])-[NH:4]-[c:5])>>([C:1]-[C:2](-[O-])=[O:3]).([NH2:4]-[c:5]),300
1052,R106,R91,([C:4]-[NH:5]-[C:1](=[O:2])-[c:3])>>([O-]-[C:1](=[O:2])-[c:3]).([C:4]-[NH2:5]),237
1053,R106,R91,([C:4]-[N:5](-[C:6])-[C:1](=[O:2])-[c:3])>>([O-]-[C:1](=[O:2])-[c:3]).([C:4]-[NH:5]-[C:6]),231
1054,R106,R91,([C:4]-[N:5](-[c:6])-[C:1](-[C:2])=[O:3])>>(Cl-[C:1](-[C:2])=[O:3]).([C:4]-[NH:5]-[c:6]),214
1055,R106,R91,([O:2]=[C:1](-[c:3])-[NH:4]-[c:5])>>([O-]-[C:1](=[O:2])-[c:3]).([NH2:4]-[c:5]),208
1056,R106,R91,([C:4]-[N:5](-[C:6])-[C:2](-[C:1])=[O:3])>>([C:1]-[C:2](-[O-])=[O:3]).([C:4]-[NH:5]-[C:6]),175
1057,R106,R91,([C:4]-[N:5](-[c:6])-[C:2](-[C:1])=[O:3])>>([C:1]-[C:2](-[O-])=[O:3]).([C:4]-[NH:5]-[c:6]),145
1058,R106,R91,([C:4]-[NH:5]-[C:2](-[C:1])=[O:3])>>([C:1]-[C:2](-[O-])=[O:3]).([C:4]-[NH2:5]),136
1059,R106,R91,([C:4]-[N:5](-[c:6])-[C:1](=[O:2])-[c:3])>>([O-]-[C:1](=[O:2])-[c:3]).([C:4]-[NH:5]-[c:6]),130
1060,R106,R91,([O:2]=[C:1](-[c:3])-[NH:4]-[c:5])>>(Cl-[C:1](=[O:2])-[c:3]).([NH2:4]-[c:5]),127
1061,R106,R91,([C:4]-[N:5](-[C:6])-[C:1](=[O:2])-[c:3])>>(Cl-[C:1](=[O:2])-[c:3]).([C:4]-[NH:5]-[C:6]),101
1062,R106,R91,([C:4]-[NH:5]-[C:1](=[O:2])-[c:3])>>(Cl-[C:1](=[O:2])-[c:3]).([C:4]-[NH2:5]),100
1063,R109,R92,([C:2]-[CH2:1]-[C:3](=[O:4])-[c:5])>>(I-[CH2:1]-[C:2]).(O-[C:3](=[O:4])-[c:5]),12153
1064,R109,R92,([C:4]-[C:3](=[O:5])-[CH2:1]-[C:2])>>(I-[CH2:1]-[C:2]).(O-[C:3](-[C:4])=[O:5]),9300
1065,R109,R92,([C:4]-[C:3](=[O:5])-[CH2:1]-[C:2])>>(I-[CH2:1]-[C:2]).(Cl-[C:3](-[C:4])=[O:5]),2065
1066,R109,R92,([C:2]-[CH:1](-[C:3])-[C:4](=[O:5])-[c:6])>>(I-[CH:1](-[C:2])-[C:3]).(O-[C:4](=[O:5])-[c:6]),1585
1067,R109,R92,([C:5]-[C:4](=[O:6])-[CH:1](-[C:2])-[C:3])>>(I-[CH:1](-[C:2])-[C:3]).(O-[C:4](-[C:5])=[O:6]),1010
1068,R109,R92,([C:4]-[C:3](=[O:5])-[CH2:1]-[c:2])>>(I-[CH2:1]-[c:2]).(O-[C:3](-[C:4])=[O:5]),843
1069,R109,R92,([O:4]=[C:3](-[c:5])-[CH2:1]-[c:2])>>(I-[CH2:1]-[c:2]).(O-[C:3](=[O:4])-[c:5]),831
1070,R109,R92,([C:2]-[CH2:1]-[C:3](=[O:4])-[c:5])>>(I-[CH2:1]-[C:2]).([O-]-[C:3](=[O:4])-[c:5]),338
1071,R109,R92,([C:3]-[C:4](=[O:5])-[CH2:1]-[C:2])>>(I-[CH2:1]-[C:2]).([C:3]-[C:4](-[O-])=[O:5]),287
1072,R109,R92,([C:2]-[C:1](-[C:3])(-[C:4])-[C:5](=[O:6])-[c:7])>>(I-[C:1](-[C:2])(-[C:3])-[C:4]).(O-[C:5](=[O:6])-[c:7]),239
1073,R109,R92,([C:5]-[C:4](=[O:6])-[CH:1](-[C:2])-[C:3])>>(I-[CH:1](-[C:2])-[C:3]).(Cl-[C:4](-[C:5])=[O:6]),211
1074,R109,R92,([C:4]-[C:3](=[O:5])-[CH2:1]-[c:2])>>(I-[CH2:1]-[c:2]).(Cl-[C:3](-[C:4])=[O:5]),202
1075,R109,R92,([C:2]-[C:1](-[C:3])(-[C:4])-[C:5](-[C:6])=[O:7])>>(I-[C:1](-[C:2])(-[C:3])-[C:4]).(O-[C:5](-[C:6])=[O:7]),156
1076,R109,R92,([C:2]-[CH2:1]-[C:3](=[O:4])-[c:5])>>(I-[CH2:1]-[C:2]).(Cl-[C:3](=[O:4])-[c:5]),154
1077,R109,R92,([C:5]-[C:4](=[O:6])-[CH:1]1-[C:2]-[C:3]-1)>>(I-[CH:1]1-[C:2]-[C:3]-1).(O-[C:4](-[C:5])=[O:6]),90
1078,R109,R92,([O:5]=[C:4](-[c:6])-[CH:1]1-[C:2]-[C:3]-1)>>(I-[CH:1]1-[C:2]-[C:3]-1).(O-[C:4](=[O:5])-[c:6]),89
1079,R109,R92,([C:2]-[C:1](-[C:3])(-[C:4])-[C:5](-[C:6])=[O:7])>>(I-[C:1](-[C:2])(-[C:3])-[C:4]).(Cl-[C:5](-[C:6])=[O:7]),57
1080,R109,R92,([C:2]-[CH:1](-[C:3])-[C:4](=[O:5])-[c:6])>>(I-[CH:1](-[C:2])-[C:3]).([O-]-[C:4](=[O:5])-[c:6]),46
1081,R111,R93,([c:5]-[n:4]:[c:2]:[c:3]:[n:1])>>([n:1]:[c:2]:[c:3]:[nH:4]).(C-C1(-C)-O-B(-[c:5])-O-C-1(-C)-C),8408
1082,R111,R93,([c:5]-[n:4]:[c:2]:[c:3]:[n:1])>>([n:1]:[c:2]:[c:3]:[nH:4]).(O-B(-O)-[c:5]),5951
1083,R111,R93,([c:5]-[n:4]:[cH:2]:[c:3]:[n:1])>>([n:1]:[cH:2]:[c:3]:[nH:4]).(C-C1(-C)-O-B(-[c:5])-O-C-1(-C)-C),1580
1084,R111,R93,([c:5]-[n:4]:[c:2]:[cH:3]:[n:1])>>([n:1]:[c:2]:[cH:3]:[nH:4]).(C-C1(-C)-O-B(-[c:5])-O-C-1(-C)-C),1217
1085,R111,R93,([c:5]-[n:4]:[cH:2]:[c:3]:[n:1])>>([n:1]:[cH:2]:[c:3]:[nH:4]).(O-B(-O)-[c:5]),1079
1086,R111,R93,([c:5]-[n:4]:[c:2]:[cH:3]:[n:1])>>([n:1]:[c:2]:[cH:3]:[nH:4]).(O-B(-O)-[c:5]),881
1087,R111,R93,([c:5]-[n:4]:[cH:2]:[cH:3]:[n:1])>>([n:1]:[cH:2]:[cH:3]:[nH:4]).(C-C1(-C)-O-B(-[c:5])-O-C-1(-C)-C),789
1088,R111,R93,([c:5]-[n:4]:[cH:2]:[cH:3]:[n:1])>>([n:1]:[cH:2]:[cH:3]:[nH:4]).(O-B(-O)-[c:5]),510
1089,R111,R93,([c:5]-[n:4]:[c:2]:[c:3]:[nH:1])>>([nH:1]:[c:2]:[c:3]:[nH:4]).(C-C1(-C)-O-B(-[c:5])-O-C-1(-C)-C),224
1090,R111,R93,([c:5]-[n:4]:[c:2]:[c:3]:[nH:1])>>([nH:1]:[c:2]:[c:3]:[nH:4]).(O-B(-O)-[c:5]),118
1091,R111,R93,([c:5]-[n:4]:[c:2]:[c:3]:[n:1])>>([n:1]:[c:2]:[c:3]:[nH:4]).(C-N1-C-C(=O)-O-B(-[c:5])-O-C(=O)-C-1),40
1092,R112,R94,([C:1]#[C:2]-[c:3](:[c:4]):[c:5])>>([C:1]#[CH:2]).(Br-[c:3](:[c:4]):[c:5]),17414
1093,R112,R94,([C:1]#[C:2]-[c:3](:[c:4]):[c:5])>>([C:1]#[CH:2]).(I-[c:3](:[c:4]):[c:5]),2153
1094,R112,R94,([C:1]#[C:2]-[c:3](:[c:4]):[n:5])>>([C:1]#[CH:2]).(Br-[c:3](:[c:4]):[n:5]),1465
1095,R112,R94,([C:4]-[CH2:3]-[C:2]#[C:1])>>([C:1]#[CH:2]).(Br-[CH2:3]-[C:4]),1190
1096,R112,R94,([C:1]#[C:2]-[CH2:3]-[c:4])>>([C:1]#[CH:2]).(Br-[CH2:3]-[c:4]),918
1097,R112,R94,([C:1]#[C:2]-[c:3](:[c:4]):[s:5])>>([C:1]#[CH:2]).(Br-[c:3](:[c:4]):[s:5]),508
1098,R112,R94,([C:4]-[CH:3](-[C:5])-[C:2]#[C:1])>>([C:1]#[CH:2]).(Br-[CH:3](-[C:4])-[C:5]),385
1099,R112,R94,([C:1]#[C:2]-[c:3](:[n:4]):[n:5])>>([C:1]#[CH:2]).(Br-[c:3](:[n:4]):[n:5]),284
1100,R112,R94,([C:4]-[CH2:3]-[C:2]#[C:1])>>([C:1]#[CH:2]).(I-[CH2:3]-[C:4]),230
1101,R112,R94,([C:4]-[CH:3](-[c:5])-[C:2]#[C:1])>>([C:1]#[CH:2]).(Br-[CH:3](-[C:4])-[c:5]),222
1102,R112,R94,([C:1]#[C:2]-[c:3](:[n:4]):[s:5])>>([C:1]#[CH:2]).(Br-[c:3](:[n:4]):[s:5]),221
1103,R112,R94,([C:1]#[C:2]-[c:3](:[c:4]):[n:5])>>([C:1]#[CH:2]).(I-[c:3](:[c:4]):[n:5]),216
1104,R112,R94,([C:1]#[C:2]-[c:3](:[c:4]):[o:5])>>([C:1]#[CH:2]).(Br-[c:3](:[c:4]):[o:5]),176
1105,R112,R94,([C:4]-[C:3](-[C:5])(-[c:6])-[C:2]#[C:1])>>([C:1]#[CH:2]).(Br-[C:3](-[C:4])(-[C:5])-[c:6]),160
1106,R112,R94,([C:4]-[C:3](-[C:5])(-[C:6])-[C:2]#[C:1])>>([C:1]#[CH:2]).(Br-[C:3](-[C:4])(-[C:5])-[C:6]),144
1107,R112,R94,([C:1]#[C:2]-[CH:3](-[c:4])-[c:5])>>([C:1]#[CH:2]).(Br-[CH:3](-[c:4])-[c:5]),61
1108,R112,R94,([C:1]#[C:2]-[c:3](:[n:4]):[n:5])>>([C:1]#[CH:2]).(I-[c:3](:[n:4]):[n:5]),52
1109,R112,R94,([C:4]-[C:3](-[c:5])(-[c:6])-[C:2]#[C:1])>>([C:1]#[CH:2]).(Br-[C:3](-[C:4])(-[c:5])-[c:6]),46
1110,R112,R94,([C:1]#[C:2]-[c:3](:[c:4]):[s:5])>>([C:1]#[CH:2]).(I-[c:3](:[c:4]):[s:5]),44
1111,R112,R94,([C:1]#[C:2]-[c:3](:[n:4]):[o:5])>>([C:1]#[CH:2]).(Br-[c:3](:[n:4]):[o:5]),34
1112,R112,R94,([C:1]#[C:2]-[CH:3]1-[C:4]-[C:5]-1)>>([C:1]#[CH:2]).(Br-[CH:3]1-[C:4]-[C:5]-1),30
1113,R113,R95,([C:4]-[C:3](=[O:5])-[C:2]#[C:1])>>([C:1]#[CH:2]).(Br-[C:3](-[C:4])=[O:5]),7421
1114,R114,R96,(Cl-[C:1](-[C:2])=[O:3])>>(O-[C:1](-[C:2])=[O:3]),16771
1115,R114,R96,(Cl-[C:2](-[C:1])=[O:3])>>([C:1]-[C:2](-[O-])=[O:3]),462
1116,R115,R97,(Br-[c:1](:[c:2]):[c:3])>>(O-[c:1](:[c:2]):[c:3]),10940
1117,R115,R97,(Br-[c:1](:[c:2]):[n:3])>>(O-[c:1](:[c:2]):[n:3]),4439
1118,R115,R97,(Br-[CH2:1]-[C:2])>>(O-[CH2:1]-[C:2]),4250
1119,R115,R97,(Br-[C:1](-[C:2])(-[C:3])-[c:4])>>(O-[C:1](-[C:2])(-[C:3])-[c:4]),3711
1120,R115,R97,(Br-[CH:1](-[C:2])-[C:3])>>(O-[CH:1](-[C:2])-[C:3]),3352
1121,R115,R97,(Br-[C:1](-[C:2])(-[C:3])-[C:4])>>(O-[C:1](-[C:2])(-[C:3])-[C:4]),2910
1122,R115,R97,(Br-[CH:1](-[C:2])-[c:3])>>(O-[CH:1](-[C:2])-[c:3]),1869
1123,R115,R97,(Br-[C:1](-[C:2])(-[c:3])-[c:4])>>(O-[C:1](-[C:2])(-[c:3])-[c:4]),1845
1124,R115,R97,(Br-[CH2:1]-[c:2])>>(O-[CH2:1]-[c:2]),1743
1125,R115,R97,(Br-[CH:1](-[c:2])-[c:3])>>(O-[CH:1](-[c:2])-[c:3]),757
1126,R115,R97,(Br-[C:1](-[c:2])(-[c:3])-[c:4])>>(O-[C:1](-[c:2])(-[c:3])-[c:4]),254
1127,R115,R97,(Br-[c:1](:[n:2]):[n:3])>>(O-[c:1](:[n:2]):[n:3]),173
1128,R115,R97,(Br-[CH:1](-[C:2])-[S:3])>>(O-[CH:1](-[C:2])-[S:3]),85
1129,R115,R97,(Br-[C:1]1(-[C:2])-[C:3]-[C:4]-1)>>(O-[C:1]1(-[C:2])-[C:3]-[C:4]-1),82
1130,R115,R97,(Br-[C:1]1(-[c:2])-[C:3]-[C:4]-1)>>(O-[C:1]1(-[c:2])-[C:3]-[C:4]-1),58
1131,R115,R97,(Br-[CH:1](-[C:2])-[O:3])>>(O-[CH:1](-[C:2])-[O:3]),46
1132,R115,R97,(Br-[c:1](:[n:2]):[o:3])>>(O-[c:1](:[n:2]):[o:3]),37
1133,R117,R98,(Cl-[S:2](-[C:1])(=[O:3])=[O:4])>>([C:1]-[S:2](-[O-])(=[O:3])=[O:4]),5025
1134,R117,R98,(Cl-[S:1](-[C:2])(=[O:3])=[O:4])>>(O-[S:1](-[C:2])(=[O:3])=[O:4]),4195
1135,R118,R99,(Br-[CH:2](-[C:1])-[C:3])>>([C:1]-[CH2:2]-[C:3]),3904
1136,R118,R99,(Br-[C:2](-[C:1])(-[C:3])-[N:4])>>([C:1]-[CH:2](-[C:3])-[N:4]),3022
1137,R118,R99,(Br-[C:2](-[C:1])(-[C:3])-[C:4])>>([C:1]-[CH:2](-[C:3])-[C:4]),2333
1138,R118,R99,(Br-[CH:2](-[C:1])-[c:3])>>([C:1]-[CH2:2]-[c:3]),1028
1139,R118,R99,(Br-[CH:2](-[C:1])-[N:3])>>([C:1]-[CH2:2]-[N:3]),912
1140,R118,R99,(Br-[C:2](-[C:1])(-[C:3])-[O:4])>>([C:1]-[CH:2](-[C:3])-[O:4]),522
1141,R118,R99,(Br-[CH:2](-[C:1])-[O:3])>>([C:1]-[CH2:2]-[O:3]),491
1142,R118,R99,(Br-[CH:2](-[C:1])-[S:3])>>([C:1]-[CH2:2]-[S:3]),418
1143,R118,R99,(Br-[C:2](-[C:1])(-[C:3])-[n:4])>>([C:1]-[CH:2](-[C:3])-[n:4]),378
